Name,State,Total_Population,Hispanic_Latino,White_Alone,Black_Alone,Asian_Alone,Pacific_Islander_Alone,Total_Housing_Units,State_FIPS,Place_FIPS,Hispanic_Latino_Pct,White_Alone_Pct,Black_Alone_Pct,Asian_Alone_Pct,Pacific_Islander_Alone_Pct
"Oxford city, Kansas",Kansas,1048,69,894,9,3,0,479,20,53850,6.58,85.31,0.86,0.29,0.0
"Paola city, Kansas",Kansas,5768,214,5003,132,22,5,2605,20,54250,3.71,86.74,2.29,0.38,0.09
"Park City city, Kansas",Kansas,8333,894,6276,394,119,4,3233,20,54450,10.73,75.32,4.73,1.43,0.05
"Parsons city, Kansas",Kansas,9600,677,6961,750,70,2,4776,20,54675,7.05,72.51,7.81,0.73,0.02
"Phillipsburg city, Kansas",Kansas,2337,66,2148,15,12,1,1269,20,55675,2.82,91.91,0.64,0.51,0.04
"Pittsburg city, Kansas",Kansas,20646,2174,15474,761,367,156,9650,20,56025,10.53,74.95,3.69,1.78,0.76
"Plains city, Kansas",Kansas,1037,446,562,1,0,0,433,20,56100,43.01,54.19,0.1,0.0,0.0
"Plainville city, Kansas",Kansas,1746,34,1647,6,2,2,921,20,56150,1.95,94.33,0.34,0.11,0.11
"Pleasanton city, Kansas",Kansas,1208,29,1099,4,0,0,567,20,56450,2.4,90.98,0.33,0.0,0.0
"Prairie Village city, Kansas",Kansas,22957,1085,20219,258,354,1,10619,20,57575,4.73,88.07,1.12,1.54,0.0
"Pratt city, Kansas",Kansas,6603,632,5496,105,44,7,3132,20,57625,9.57,83.23,1.59,0.67,0.11
"Abilene city, Kansas",Kansas,6460,365,5783,47,21,7,3137,20,00125,5.65,89.52,0.73,0.33,0.11
"Altamont city, Kansas",Kansas,1061,35,880,6,4,0,448,20,01550,3.3,82.94,0.57,0.38,0.0
"Andover city, Kansas",Kansas,14892,1056,11727,348,676,13,5287,20,01800,7.09,78.75,2.34,4.54,0.09
"Anthony city, Kansas",Kansas,2108,110,1847,13,9,0,1217,20,01975,5.22,87.62,0.62,0.43,0.0
"Arkansas City city, Kansas",Kansas,11974,2613,7731,362,46,94,5382,20,02300,21.82,64.56,3.02,0.38,0.79
"Arma city, Kansas",Kansas,1407,38,1259,11,3,1,708,20,02375,2.7,89.48,0.78,0.21,0.07
"Atchison city, Kansas",Kansas,10885,511,8805,742,74,6,4361,20,02900,4.69,80.89,6.82,0.68,0.06
"Roeland Park city, Kansas",Kansas,6871,823,5276,242,134,11,3315,20,60825,11.98,76.79,3.52,1.95,0.16
"Rose Hill city, Kansas",Kansas,4185,171,3654,29,33,0,1455,20,61250,4.09,87.31,0.69,0.79,0.0
"Rossville city, Kansas",Kansas,1105,76,892,6,5,1,440,20,61400,6.88,80.72,0.54,0.45,0.09
"Russell city, Kansas",Kansas,4401,183,3903,52,19,0,2301,20,61825,4.16,88.68,1.18,0.43,0.0
"Sabetha city, Kansas",Kansas,2545,61,2309,38,30,2,1168,20,62025,2.4,90.73,1.49,1.18,0.08
"St. Francis city, Kansas",Kansas,1263,124,1050,6,9,0,723,20,62175,9.82,83.14,0.48,0.71,0.0
"St. George city, Kansas",Kansas,1054,86,880,9,7,7,436,20,62200,8.16,83.49,0.85,0.66,0.66
"St. John city, Kansas",Kansas,1228,220,943,2,2,0,570,20,62275,17.92,76.79,0.16,0.16,0.0
"St. Marys city, Kansas",Kansas,2759,331,2214,8,19,4,928,20,62400,12.0,80.25,0.29,0.69,0.14
"Salina city, Kansas",Kansas,46889,6300,34823,1690,1069,25,20885,20,62700,13.44,74.27,3.6,2.28,0.05
"Satanta city, Kansas",Kansas,1092,468,604,0,1,0,449,20,63150,42.86,55.31,0.0,0.09,0.0
"Scott City city, Kansas",Kansas,4113,927,3005,9,12,1,1795,20,63600,22.54,73.06,0.22,0.29,0.02
"Sedgwick city, Kansas",Kansas,1603,101,1388,5,2,4,649,20,63800,6.3,86.59,0.31,0.12,0.25
"Seneca city, Kansas",Kansas,2139,103,1976,18,0,1,1040,20,63950,4.82,92.38,0.84,0.0,0.05
"Lebanon city, Kentucky",Kentucky,6274,434,4371,1014,75,42,2799,21,44344,6.92,69.67,16.16,1.2,0.67
"Lebanon Junction city, Kentucky",Kentucky,1746,17,1619,6,0,0,782,21,44362,0.97,92.73,0.34,0.0,0.0
"Ledbetter CDP, Kentucky",Kentucky,1836,41,1684,6,4,0,840,21,44434,2.23,91.72,0.33,0.22,0.0
"Leitchfield city, Kentucky",Kentucky,6404,118,5919,82,35,1,2885,21,44686,1.84,92.43,1.28,0.55,0.02
"Lewisport city, Kentucky",Kentucky,1767,50,1608,49,9,0,795,21,45136,2.83,91.0,2.77,0.51,0.0
"Lexington-Fayette urban county, Kentucky",Kentucky,322570,29750,215343,47501,13374,133,146142,21,46027,9.22,66.76,14.73,4.15,0.04
"Liberty city, Kentucky",Kentucky,2028,86,1848,22,9,1,935,21,46072,4.24,91.12,1.08,0.44,0.05
"Livermore city, Kentucky",Kentucky,1230,34,1151,2,0,0,612,21,47062,2.76,93.58,0.16,0.0,0.0
"London city, Kentucky",Kentucky,7572,255,6807,131,70,0,3490,21,47476,3.37,89.9,1.73,0.92,0.0
"Louisa city, Kentucky",Kentucky,2679,43,2561,18,2,0,1229,21,47854,1.61,95.6,0.67,0.07,0.0
"Louisville city, Kentucky",Kentucky,246161,14525,131190,80188,7442,143,122927,21,48000,5.9,53.29,32.58,3.02,0.06
"Louisville/Jefferson County metro government (balance), Kentucky",Kentucky,386884,35658,250906,66881,13592,350,164238,21,48006,9.22,64.85,17.29,3.51,0.09
"Ludlow city, Kentucky",Kentucky,4385,98,3951,101,17,2,2153,21,48378,2.23,90.1,2.3,0.39,0.05
"Lyndon city, Kentucky",Kentucky,11008,836,7781,1498,307,1,6024,21,48558,7.59,70.68,13.61,2.79,0.01
"Madisonville city, Kentucky",Kentucky,19542,673,15292,2286,180,21,9140,21,49368,3.44,78.25,11.7,0.92,0.11
"Manchester city, Kentucky",Kentucky,1512,33,1333,99,2,2,752,21,49656,2.18,88.16,6.55,0.13,0.13
"Marion city, Kentucky",Kentucky,2916,57,2678,64,3,2,1434,21,50034,1.95,91.84,2.19,0.1,0.07
"Masonville CDP, Kentucky",Kentucky,2129,46,1952,36,23,0,764,21,50520,2.16,91.69,1.69,1.08,0.0
"Massac CDP, Kentucky",Kentucky,4635,143,3832,368,51,0,2132,21,50556,3.09,82.68,7.94,1.1,0.0
"Mayfield city, Kentucky",Kentucky,10017,1793,6386,1205,74,0,4556,21,50898,17.9,63.75,12.03,0.74,0.0
"Maysville city, Kentucky",Kentucky,8873,218,7155,864,79,0,4516,21,51024,2.46,80.64,9.74,0.89,0.0
"Middlesborough city, Kentucky",Kentucky,9405,153,8349,374,100,1,4629,21,51924,1.63,88.77,3.98,1.06,0.01
"Middletown city, Kentucky",Kentucky,9706,514,7322,929,433,3,4772,21,51978,5.3,75.44,9.57,4.46,0.03
"Midway city, Kentucky",Kentucky,1718,62,1494,105,7,0,712,21,52140,3.61,86.96,6.11,0.41,0.0
"Albany city, Kentucky",Kentucky,1760,97,1597,12,0,1,973,21,00694,5.51,90.74,0.68,0.0,0.06
"Alexandria city, Kentucky",Kentucky,10341,111,9635,81,96,0,3969,21,00802,1.07,93.17,0.78,0.93,0.0
"Anchorage city, Kentucky",Kentucky,2500,40,2222,38,92,0,810,21,01504,1.6,88.88,1.52,3.68,0.0
"Annville CDP, Kentucky",Kentucky,1102,5,1062,0,3,0,433,21,01648,0.45,96.37,0.0,0.27,0.0
"Ashland city, Kentucky",Kentucky,21625,421,19321,635,149,4,10425,21,02368,1.95,89.35,2.94,0.69,0.02
"Auburn city, Kentucky",Kentucky,1589,48,1358,82,2,0,710,21,02638,3.02,85.46,5.16,0.13,0.0
"Audubon Park city, Kentucky",Kentucky,1433,23,1334,11,11,3,629,21,02656,1.61,93.09,0.77,0.77,0.21
"Augusta city, Kentucky",Kentucky,1096,14,1027,15,5,0,579,21,02674,1.28,93.7,1.37,0.46,0.0
"Barbourmeade city, Kentucky",Kentucky,1216,24,1101,21,13,0,514,21,03556,1.97,90.54,1.73,1.07,0.0
"Barbourville city, Kentucky",Kentucky,3222,50,2943,111,12,1,1395,21,03574,1.55,91.34,3.45,0.37,0.03
"Bardstown city, Kentucky",Kentucky,13567,571,10524,1601,103,2,5995,21,03628,4.21,77.57,11.8,0.76,0.01
"Beattyville city, Kentucky",Kentucky,2176,20,1870,259,0,0,564,21,04546,0.92,85.94,11.9,0.0,0.0
"Beaver Dam city, Kentucky",Kentucky,3531,495,2829,56,8,0,1573,21,04654,14.02,80.12,1.59,0.23,0.0
"Beechwood Village city, Kentucky",Kentucky,1280,55,1120,32,21,0,589,21,05068,4.3,87.5,2.5,1.64,0.0
"Bellevue city, Kentucky",Kentucky,5548,155,5036,92,30,2,2948,21,05446,2.79,90.77,1.66,0.54,0.04
"Benton city, Kentucky",Kentucky,4756,104,4380,41,48,2,2160,21,05824,2.19,92.09,0.86,1.01,0.04
"Berea city, Kentucky",Kentucky,15539,624,13272,657,191,14,6449,21,05842,4.02,85.41,4.23,1.23,0.09
"Bowling Green city, Kentucky",Kentucky,72294,7029,45355,9876,5738,574,31797,21,08902,9.72,62.74,13.66,7.94,0.79
"Brandenburg city, Kentucky",Kentucky,2894,100,2508,107,31,2,1250,21,09226,3.46,86.66,3.7,1.07,0.07
"Breckinridge Center CDP, Kentucky",Kentucky,1282,44,791,334,19,0,330,21,09379,3.43,61.7,26.05,1.48,0.0
"Monticello city, Kentucky",Kentucky,5753,562,4895,123,25,0,2542,21,53130,9.77,85.09,2.14,0.43,0.0
"Morehead city, Kentucky",Kentucky,7151,218,6347,244,83,1,2442,21,53418,3.05,88.76,3.41,1.16,0.01
"Morganfield city, Kentucky",Kentucky,3256,64,2611,412,4,0,1450,21,53472,1.97,80.19,12.65,0.12,0.0
"Morgantown city, Kentucky",Kentucky,2505,446,1933,6,7,2,1093,21,53490,17.8,77.17,0.24,0.28,0.08
"Mount Sterling city, Kentucky",Kentucky,7558,252,6545,356,79,0,3524,21,54084,3.33,86.6,4.71,1.05,0.0
"Mount Vernon city, Kentucky",Kentucky,2453,31,2296,21,13,0,1150,21,54174,1.26,93.6,0.86,0.53,0.0
"Mount Washington city, Kentucky",Kentucky,18090,399,16685,193,84,9,7020,21,54228,2.21,92.23,1.07,0.46,0.05
"Muldraugh city, Kentucky",Kentucky,1040,46,869,49,5,0,551,21,54480,4.42,83.56,4.71,0.48,0.0
"Munfordville city, Kentucky",Kentucky,1686,50,1410,151,11,0,839,21,54570,2.97,83.63,8.96,0.65,0.0
"Murray city, Kentucky",Kentucky,17307,798,14125,1099,357,9,7872,21,54642,4.61,81.61,6.35,2.06,0.05
"Newport city, Kentucky",Kentucky,14150,810,11069,1277,136,10,7361,21,55884,5.72,78.23,9.02,0.96,0.07
"Nicholasville city, Kentucky",Kentucky,31093,1572,25733,1879,239,24,12356,21,56136,5.06,82.76,6.04,0.77,0.08
"North Corbin CDP, Kentucky",Kentucky,1727,49,1562,16,4,0,833,21,56694,2.84,90.45,0.93,0.23,0.0
"Oakbrook CDP, Kentucky",Kentucky,9268,408,7939,211,240,8,3812,21,57030,4.4,85.66,2.28,2.59,0.09
"Oak Grove city, Kentucky",Kentucky,7931,1048,3862,2125,118,25,3363,21,57090,13.21,48.69,26.79,1.49,0.32
"Olive Hill city, Kentucky",Kentucky,1580,9,1532,4,0,0,820,21,57918,0.57,96.96,0.25,0.0,0.0
"Orchard Grass Hills city, Kentucky",Kentucky,1536,77,1256,74,18,1,526,21,58200,5.01,81.77,4.82,1.17,0.07
"Owensboro city, Kentucky",Kentucky,60183,2867,47810,4217,2119,51,26918,21,58620,4.76,79.44,7.01,3.52,0.08
"Owenton city, Kentucky",Kentucky,1682,27,1538,24,7,0,752,21,58692,1.61,91.44,1.43,0.42,0.0
"Owingsville city, Kentucky",Kentucky,1593,38,1495,26,4,0,797,21,58710,2.39,93.85,1.63,0.25,0.0
"Paducah city, Kentucky",Kentucky,27137,1047,18130,5968,273,11,13193,21,58836,3.86,66.81,21.99,1.01,0.04
"Paintsville city, Kentucky",Kentucky,4312,65,4064,21,61,3,2119,21,58962,1.51,94.25,0.49,1.41,0.07
"Paris city, Kentucky",Kentucky,10171,803,7823,921,41,4,4588,21,59196,7.89,76.91,9.06,0.4,0.04
"Park Hills city, Kentucky",Kentucky,3162,220,2646,133,38,1,1493,21,59255,6.96,83.68,4.21,1.2,0.03
"Pewee Valley city, Kentucky",Kentucky,1588,28,1417,58,13,0,558,21,60492,1.76,89.23,3.65,0.82,0.0
"Pikeville city, Kentucky",Kentucky,7754,234,6732,295,195,7,3452,21,60852,3.02,86.82,3.8,2.51,0.09
"Brodhead city, Kentucky",Kentucky,1117,2,1060,6,0,0,517,21,09838,0.18,94.9,0.54,0.0,0.0
"Brooks CDP, Kentucky",Kentucky,2469,184,2120,38,19,3,1086,21,09964,7.45,85.86,1.54,0.77,0.12
"Buckner CDP, Kentucky",Kentucky,5785,288,4749,526,31,1,1129,21,10648,4.98,82.09,9.09,0.54,0.02
"Burkesville city, Kentucky",Kentucky,1388,33,1164,111,1,2,770,21,11098,2.38,83.86,8.0,0.07,0.14
"Burlington CDP, Kentucky",Kentucky,17318,809,14559,754,252,57,6551,21,11170,4.67,84.07,4.35,1.46,0.33
"Cadiz city, Kentucky",Kentucky,2540,59,1948,374,15,0,1270,21,11692,2.32,76.69,14.72,0.59,0.0
"Calvert City city, Kentucky",Kentucky,2514,37,2372,8,18,0,1348,21,12016,1.47,94.35,0.32,0.72,0.0
"Camargo city, Kentucky",Kentucky,1020,59,908,10,0,0,467,21,12052,5.78,89.02,0.98,0.0,0.0
"Campbellsville city, Kentucky",Kentucky,11426,394,9237,978,185,5,4951,21,12160,3.45,80.84,8.56,1.62,0.04
"Carlisle city, Kentucky",Kentucky,2093,40,1957,35,0,0,958,21,12898,1.91,93.5,1.67,0.0,0.0
"Carrollton city, Kentucky",Kentucky,3890,384,3259,73,10,1,1746,21,13024,9.87,83.78,1.88,0.26,0.03
"Catlettsburg city, Kentucky",Kentucky,1780,17,1671,30,10,0,856,21,13420,0.96,93.88,1.69,0.56,0.0
"Cave City city, Kentucky",Kentucky,2356,85,1974,163,22,0,1212,21,13492,3.61,83.79,6.92,0.93,0.0
"Central City city, Kentucky",Kentucky,5819,236,4859,551,17,1,2231,21,13978,4.06,83.5,9.47,0.29,0.02
"Claryville CDP, Kentucky",Kentucky,2992,38,2759,25,16,1,1177,21,15166,1.27,92.21,0.84,0.53,0.03
"Clay city, Kentucky",Kentucky,1031,16,958,1,2,1,489,21,15202,1.55,92.92,0.1,0.19,0.1
"Clay City city, Kentucky",Kentucky,1193,35,1125,3,2,0,557,21,15238,2.93,94.3,0.25,0.17,0.0
"Clinton city, Kentucky",Kentucky,1222,37,850,262,5,0,575,21,15742,3.03,69.56,21.44,0.41,0.0
"Cloverport city, Kentucky",Kentucky,1119,24,1004,19,0,0,557,21,15904,2.14,89.72,1.7,0.0,0.0
"Coal Run Village city, Kentucky",Kentucky,1669,49,1532,7,45,0,783,21,16110,2.94,91.79,0.42,2.7,0.0
"Cold Spring city, Kentucky",Kentucky,6216,67,5745,93,99,1,2850,21,16372,1.08,92.42,1.5,1.59,0.02
"Coldstream city, Kentucky",Kentucky,1295,58,709,394,62,0,498,21,16395,4.48,54.75,30.42,4.79,0.0
"Columbia city, Kentucky",Kentucky,4845,261,3989,344,39,3,1916,21,16750,5.39,82.33,7.1,0.8,0.06
"Pineville city, Kentucky",Kentucky,1678,14,1560,42,5,0,856,21,61248,0.83,92.97,2.5,0.3,0.0
"Pioneer Village city, Kentucky",Kentucky,2671,60,2430,28,11,1,1134,21,61356,2.25,90.98,1.05,0.41,0.04
"Plano CDP, Kentucky",Kentucky,1223,23,1090,35,23,0,452,21,61536,1.88,89.13,2.86,1.88,0.0
"Prestonsburg city, Kentucky",Kentucky,3681,55,3499,14,30,0,1792,21,62940,1.49,95.06,0.38,0.81,0.0
"Princeton city, Kentucky",Kentucky,6270,127,5176,595,41,0,3058,21,63138,2.03,82.55,9.49,0.65,0.0
"Prospect city, Kentucky",Kentucky,4592,145,3905,164,193,0,1983,21,63264,3.16,85.04,3.57,4.2,0.0
"Providence city, Kentucky",Kentucky,2892,51,2310,366,5,0,1486,21,63372,1.76,79.88,12.66,0.17,0.0
"Raceland city, Kentucky",Kentucky,2343,11,2232,13,5,0,1132,21,63858,0.47,95.26,0.55,0.21,0.0
"Radcliff city, Kentucky",Kentucky,23042,2125,12326,5594,598,145,10207,21,63912,9.22,53.49,24.28,2.6,0.63
"Reidland CDP, Kentucky",Kentucky,4526,94,3998,135,37,2,2024,21,64632,2.08,88.33,2.98,0.82,0.04
"Richmond city, Kentucky",Kentucky,34585,1470,27550,2561,496,28,15899,21,65226,4.25,79.66,7.4,1.43,0.08
"Rineyville CDP, Kentucky",Kentucky,3039,208,2381,225,20,2,1063,21,65388,6.84,78.35,7.4,0.66,0.07
"Russell city, Kentucky",Kentucky,3744,42,3450,25,96,0,1621,21,67458,1.12,92.15,0.67,2.56,0.0
"Russell Springs city, Kentucky",Kentucky,2715,201,2361,18,38,1,1276,21,67494,7.4,86.96,0.66,1.4,0.04
"Russellville city, Kentucky",Kentucky,7164,358,5262,1083,55,1,3410,21,67512,5.0,73.45,15.12,0.77,0.01
"Pine Knot CDP, Kentucky",Kentucky,1380,29,1242,49,8,1,554,21,61122,2.1,90.0,3.55,0.58,0.07
"St. Matthews city, Kentucky",Kentucky,17534,979,14070,1235,446,10,9605,21,67944,5.58,80.24,7.04,2.54,0.06
"St. Regis Park city, Kentucky",Kentucky,1438,34,1321,27,13,0,608,21,67998,2.36,91.86,1.88,0.9,0.0
"Salyersville city, Kentucky",Kentucky,1591,14,1544,0,2,1,788,21,68232,0.88,97.05,0.0,0.13,0.06
"Scottsville city, Kentucky",Kentucky,4299,144,3848,98,23,2,2063,21,69114,3.35,89.51,2.28,0.54,0.05
"Covington city, Kentucky",Kentucky,40961,2868,30350,4673,242,48,20576,21,17848,7.0,74.09,11.41,0.59,0.12
"Crescent Springs city, Kentucky",Kentucky,4319,242,3422,197,184,33,1867,21,18352,5.6,79.23,4.56,4.26,0.76
"Crestview Hills city, Kentucky",Kentucky,3246,82,2863,148,45,3,1450,21,18442,2.53,88.2,4.56,1.39,0.09
"Crestwood city, Kentucky",Kentucky,6183,407,5201,177,107,3,2330,21,18496,6.58,84.12,2.86,1.73,0.05
"Crittenden city, Kentucky",Kentucky,4023,179,3577,58,18,7,1482,21,18568,4.45,88.91,1.44,0.45,0.17
"Cumberland city, Kentucky",Kentucky,1947,21,1727,96,10,0,1004,21,19108,1.08,88.7,4.93,0.51,0.0
"Cynthiana city, Kentucky",Kentucky,6333,156,5603,260,19,1,2915,21,19432,2.46,88.47,4.11,0.3,0.02
"Danville city, Kentucky",Kentucky,17234,944,13235,1729,283,3,7579,21,19882,5.48,76.8,10.03,1.64,0.02
"Dawson Springs city, Kentucky",Kentucky,2452,43,2286,16,3,0,1201,21,20224,1.75,93.23,0.65,0.12,0.0
"Dayton city, Kentucky",Kentucky,5666,207,5032,100,28,1,2558,21,20350,3.65,88.81,1.76,0.49,0.02
"Doe Valley CDP, Kentucky",Kentucky,2270,93,1974,37,22,1,929,21,21844,4.1,86.96,1.63,0.97,0.04
"Douglass Hills city, Kentucky",Kentucky,5456,327,4104,441,326,1,2571,21,22204,5.99,75.22,8.08,5.98,0.02
"Dry Ridge city, Kentucky",Kentucky,2102,52,1905,22,10,1,892,21,22582,2.47,90.63,1.05,0.48,0.05
"Earlington city, Kentucky",Kentucky,1257,52,883,243,1,1,722,21,23230,4.14,70.25,19.33,0.08,0.08
"Eddyville city, Kentucky",Kentucky,2375,54,1934,313,12,0,906,21,23824,2.27,81.43,13.18,0.51,0.0
"Edgewood city, Kentucky",Kentucky,8435,181,7815,52,109,0,3334,21,23932,2.15,92.65,0.62,1.29,0.0
"Edmonton city, Kentucky",Kentucky,1671,53,1550,21,2,0,825,21,23968,3.17,92.76,1.26,0.12,0.0
"Elizabethtown city, Kentucky",Kentucky,31394,1730,23007,3559,876,62,14076,21,24274,5.51,73.28,11.34,2.79,0.2
"Corbin city, Kentucky",Kentucky,7856,194,7268,41,63,0,3720,21,17362,2.47,92.52,0.52,0.8,0.0
"Elk Creek CDP, Kentucky",Kentucky,1986,50,1760,54,22,1,712,21,24328,2.52,88.62,2.72,1.11,0.05
"Elkhorn City city, Kentucky",Kentucky,1035,2,998,4,1,0,529,21,24382,0.19,96.43,0.39,0.1,0.0
"Elkton city, Kentucky",Kentucky,2056,184,1457,291,3,1,957,21,24400,8.95,70.87,14.15,0.15,0.05
"Elsmere city, Kentucky",Kentucky,9159,979,6854,561,89,13,3515,21,24778,10.69,74.83,6.13,0.97,0.14
"Eminence city, Kentucky",Kentucky,2705,202,2119,192,11,0,1131,21,24904,7.47,78.34,7.1,0.41,0.0
"Erlanger city, Kentucky",Kentucky,19611,912,16490,687,279,108,8249,21,25300,4.65,84.09,3.5,1.42,0.55
"Falmouth city, Kentucky",Kentucky,2216,40,2051,30,13,0,1021,21,26434,1.81,92.55,1.35,0.59,0.0
"Shelbyville city, Kentucky",Kentucky,17282,3340,11122,1696,163,15,6771,21,70050,19.33,64.36,9.81,0.94,0.09
"Shepherdsville city, Kentucky",Kentucky,14201,402,12606,315,107,4,5679,21,70086,2.83,88.77,2.22,0.75,0.03
"Shively city, Kentucky",Kentucky,15636,1135,5080,8533,110,7,6935,21,70284,7.26,32.49,54.57,0.7,0.04
"Silver Grove city, Kentucky",Kentucky,1154,12,1078,7,3,0,488,21,70644,1.04,93.41,0.61,0.26,0.0
"Simpsonville city, Kentucky",Kentucky,2990,279,2380,143,35,0,1153,21,70752,9.33,79.6,4.78,1.17,0.0
"Somerset city, Kentucky",Kentucky,11924,543,10417,351,92,2,5596,21,71688,4.55,87.36,2.94,0.77,0.02
"Sorgho CDP, Kentucky",Kentucky,1972,12,1852,39,16,0,729,21,71760,0.61,93.91,1.98,0.81,0.0
"Southgate city, Kentucky",Kentucky,3648,87,3018,275,40,2,1877,21,71976,2.38,82.73,7.54,1.1,0.05
"South Shore city, Kentucky",Kentucky,1066,8,994,6,3,4,553,21,72210,0.75,93.25,0.56,0.28,0.38
"Springfield city, Kentucky",Kentucky,2846,210,1969,456,16,3,1303,21,72660,7.38,69.18,16.02,0.56,0.11
"Stanford city, Kentucky",Kentucky,3640,100,3177,209,16,1,1690,21,73110,2.75,87.28,5.74,0.44,0.03
"Stanton city, Kentucky",Kentucky,3251,66,3068,24,17,0,1326,21,73164,2.03,94.37,0.74,0.52,0.0
"Stearns CDP, Kentucky",Kentucky,1365,11,1317,0,1,0,644,21,73362,0.81,96.48,0.0,0.07,0.0
"Sturgis city, Kentucky",Kentucky,1735,21,1505,108,1,1,885,21,74316,1.21,86.74,6.22,0.06,0.06
"Taylor Mill city, Kentucky",Kentucky,6873,158,6187,127,109,2,2925,21,75738,2.3,90.02,1.85,1.59,0.03
"Taylorsville city, Kentucky",Kentucky,1256,71,1042,55,14,0,558,21,75810,5.65,82.96,4.38,1.11,0.0
"Sebree city, Kentucky",Kentucky,1574,612,881,15,6,0,574,21,69222,38.88,55.97,0.95,0.38,0.0
"Thruston CDP, Kentucky",Kentucky,2234,108,1977,38,5,1,845,21,76620,4.83,88.5,1.7,0.22,0.04
"Tompkinsville city, Kentucky",Kentucky,2309,150,1875,163,6,0,1144,21,77160,6.5,81.2,7.06,0.26,0.0
"Union city, Kentucky",Kentucky,7416,272,6258,172,426,4,2665,21,78384,3.67,84.39,2.32,5.74,0.05
"Vanceburg city, Kentucky",Kentucky,1428,8,1360,7,1,0,719,21,79068,0.56,95.24,0.49,0.07,0.0
"Verona CDP, Kentucky",Kentucky,1545,35,1440,5,12,0,574,21,79464,2.27,93.2,0.32,0.78,0.0
"Versailles city, Kentucky",Kentucky,10347,1134,7920,720,60,2,4596,21,79482,10.96,76.54,6.96,0.58,0.02
"Villa Hills city, Kentucky",Kentucky,7310,136,6553,44,317,1,2967,21,79698,1.86,89.64,0.6,4.34,0.01
"Flatwoods city, Kentucky",Kentucky,7325,65,6831,55,41,0,3320,21,27802,0.89,93.26,0.75,0.56,0.0
"Flemingsburg city, Kentucky",Kentucky,2953,94,2651,100,4,3,1478,21,27856,3.18,89.77,3.39,0.14,0.1
"Florence city, Kentucky",Kentucky,31946,2765,24021,2594,877,81,13624,21,27982,8.66,75.19,8.12,2.75,0.25
"Fort Campbell North CDP, Kentucky",Kentucky,12825,2574,6993,1839,343,153,2868,21,28486,20.07,54.53,14.34,2.67,1.19
"Fort Knox CDP, Kentucky",Kentucky,7742,1385,4006,1352,256,120,2290,21,28540,17.89,51.74,17.46,3.31,1.55
"Fort Mitchell city, Kentucky",Kentucky,8702,433,7432,327,148,1,3747,21,28558,4.98,85.41,3.76,1.7,0.01
"Fort Thomas city, Kentucky",Kentucky,17438,387,15842,230,304,2,7301,21,28594,2.22,90.85,1.32,1.74,0.01
"Fort Wright city, Kentucky",Kentucky,5851,159,5252,132,75,2,2730,21,28612,2.72,89.76,2.26,1.28,0.03
"Francisville CDP, Kentucky",Kentucky,9952,326,8649,205,242,19,3242,21,28882,3.28,86.91,2.06,2.43,0.19
"Frankfort city, Kentucky",Kentucky,28602,1499,20996,3670,638,4,14221,21,28900,5.24,73.41,12.83,2.23,0.01
"Franklin city, Kentucky",Kentucky,10176,390,7805,1289,68,3,4353,21,28918,3.83,76.7,12.67,0.67,0.03
"Fulton city, Kentucky",Kentucky,2357,44,1476,641,15,3,1259,21,29566,1.87,62.62,27.2,0.64,0.13
"Georgetown city, Kentucky",Kentucky,37086,1964,30056,2549,488,13,14800,21,30700,5.3,81.04,6.87,1.32,0.04
"Glasgow city, Kentucky",Kentucky,15014,1079,11787,1161,166,38,7051,21,31114,7.19,78.51,7.73,1.11,0.25
"Farley CDP, Kentucky",Kentucky,4374,212,3650,211,13,1,2159,21,26528,4.85,83.45,4.82,0.3,0.02
"Graymoor-Devondale city, Kentucky",Kentucky,2853,252,2227,206,65,1,1211,21,32523,8.83,78.06,7.22,2.28,0.04
"Grayson city, Kentucky",Kentucky,3834,88,3410,174,24,0,1696,21,32572,2.3,88.94,4.54,0.63,0.0
"Greensburg city, Kentucky",Kentucky,2179,49,1964,59,6,1,1058,21,32968,2.25,90.13,2.71,0.28,0.05
"Greenup city, Kentucky",Kentucky,1095,6,981,66,0,0,502,21,33004,0.55,89.59,6.03,0.0,0.0
"Greenville city, Kentucky",Kentucky,4492,69,3936,312,10,0,2089,21,33022,1.54,87.62,6.95,0.22,0.0
"Guthrie city, Kentucky",Kentucky,1330,94,749,357,8,0,616,21,33562,7.07,56.32,26.84,0.6,0.0
"Hardinsburg city, Kentucky",Kentucky,2385,29,2106,116,14,0,1101,21,34552,1.22,88.3,4.86,0.59,0.0
"Harlan city, Kentucky",Kentucky,1776,27,1553,80,24,0,896,21,34732,1.52,87.44,4.5,1.35,0.0
"Harrodsburg city, Kentucky",Kentucky,9064,446,7508,569,48,6,4128,21,34966,4.92,82.83,6.28,0.53,0.07
"Hartford city, Kentucky",Kentucky,2668,136,2374,34,17,0,1171,21,35020,5.1,88.98,1.27,0.64,0.0
"Hawesville city, Kentucky",Kentucky,1023,13,966,9,6,0,457,21,35200,1.27,94.43,0.88,0.59,0.0
"Vine Grove city, Kentucky",Kentucky,6559,393,4218,1093,209,59,2820,21,79734,5.99,64.31,16.66,3.19,0.9
"Walton city, Kentucky",Kentucky,5460,181,4847,63,63,7,1977,21,80490,3.32,88.77,1.15,1.15,0.13
"Warsaw city, Kentucky",Kentucky,1761,165,1436,44,8,2,790,21,80706,9.37,81.54,2.5,0.45,0.11
