Name,State,Total_Population,Hispanic_Latino,White_Alone,Black_Alone,Asian_Alone,Pacific_Islander_Alone,Total_Housing_Units,State_FIPS,Place_FIPS,Hispanic_Latino_Pct,White_Alone_Pct,Black_Alone_Pct,Asian_Alone_Pct,Pacific_Islander_Alone_Pct
"Carrington city, North Dakota",North Dakota,2080,44,1927,7,13,0,1072,38,12340,2.12,92.64,0.34,0.62,0.0
"Casselton city, North Dakota",North Dakota,2479,44,2290,20,3,0,1011,38,12700,1.77,92.38,0.81,0.12,0.0
"Cavalier city, North Dakota",North Dakota,1246,39,1140,5,9,0,678,38,12940,3.13,91.49,0.4,0.72,0.0
"Crosby city, North Dakota",North Dakota,1065,29,948,20,10,1,626,38,16940,2.72,89.01,1.88,0.94,0.09
"Devils Lake city, North Dakota",North Dakota,7192,197,5331,58,55,6,3687,38,19420,2.74,74.12,0.81,0.76,0.08
"Dickinson city, North Dakota",North Dakota,25679,2064,20920,1004,310,45,11953,38,19620,8.04,81.47,3.91,1.21,0.18
"Burlington city, North Dakota",North Dakota,1291,39,1150,10,7,0,551,38,10940,3.02,89.08,0.77,0.54,0.0
"Ellendale city, North Dakota",North Dakota,1125,25,1021,11,7,0,609,38,23220,2.22,90.76,0.98,0.62,0.0
"Fargo city, North Dakota",North Dakota,125990,4670,98062,10882,5150,72,61541,38,25700,3.71,77.83,8.64,4.09,0.06
"Fort Totten CDP, North Dakota",North Dakota,1160,19,17,0,0,0,285,38,27700,1.64,1.47,0.0,0.0,0.0
"Garrison city, North Dakota",North Dakota,1462,27,1319,6,19,1,726,38,29460,1.85,90.22,0.41,1.3,0.07
"Grafton city, North Dakota",North Dakota,4170,912,2948,50,33,0,1966,38,31820,21.87,70.7,1.2,0.79,0.0
"Grand Forks city, North Dakota",North Dakota,59166,2953,46635,2782,2356,31,27718,38,32060,4.99,78.82,4.7,3.98,0.05
"Grand Forks AFB CDP, North Dakota",North Dakota,2002,323,1197,170,73,15,614,38,32140,16.13,59.79,8.49,3.65,0.75
"Harvey city, North Dakota",North Dakota,1650,13,1551,8,10,0,991,38,35900,0.79,94.0,0.48,0.61,0.0
"Hazen city, North Dakota",North Dakota,2281,52,2097,7,14,0,1151,38,36780,2.28,91.93,0.31,0.61,0.0
"Hettinger city, North Dakota",North Dakota,1074,20,974,6,27,1,748,38,37700,1.86,90.69,0.56,2.51,0.09
"Hillsboro city, North Dakota",North Dakota,1649,128,1431,4,4,2,769,38,38100,7.76,86.78,0.24,0.24,0.12
"Horace city, North Dakota",North Dakota,3085,59,2857,25,3,0,1101,38,38900,1.91,92.61,0.81,0.1,0.0
"Jamestown city, North Dakota",North Dakota,15849,531,14001,433,122,3,7493,38,40580,3.35,88.34,2.73,0.77,0.02
"Langdon city, North Dakota",North Dakota,1909,34,1777,0,9,0,1016,38,44780,1.78,93.09,0.0,0.47,0.0
"Larimore city, North Dakota",North Dakota,1260,75,1110,9,7,0,603,38,45020,5.95,88.1,0.71,0.56,0.0
"Lincoln city, North Dakota",North Dakota,4257,134,3710,51,14,0,1612,38,46640,3.15,87.15,1.2,0.33,0.0
"Linton city, North Dakota",North Dakota,1071,23,992,0,9,0,648,38,46980,2.15,92.62,0.0,0.84,0.0
"Lisbon city, North Dakota",North Dakota,2204,65,2027,18,17,0,1038,38,47100,2.95,91.97,0.82,0.77,0.0
"Mandan city, North Dakota",North Dakota,24206,1154,20231,435,153,32,10960,38,49900,4.77,83.58,1.8,0.63,0.13
"Mapleton city, North Dakota",North Dakota,1320,44,1169,27,3,0,460,38,50580,3.33,88.56,2.05,0.23,0.0
"Mayville city, North Dakota",North Dakota,1854,73,1649,32,5,2,880,38,51500,3.94,88.94,1.73,0.27,0.11
"Minot city, North Dakota",North Dakota,48377,3306,37619,2404,886,89,23447,38,53380,6.83,77.76,4.97,1.83,0.18
"Minot AFB CDP, North Dakota",North Dakota,5017,819,3131,337,134,30,1592,38,53420,16.32,62.41,6.72,2.67,0.6
"New Rockford city, North Dakota",North Dakota,1361,62,1195,5,0,0,734,38,56620,4.56,87.8,0.37,0.0,0.0
"New Town city, North Dakota",North Dakota,2764,240,423,67,55,0,1197,38,56740,8.68,15.3,2.42,1.99,0.0
"Oakes city, North Dakota",North Dakota,1798,119,1617,3,12,0,875,38,58740,6.62,89.93,0.17,0.67,0.0
"Park River city, North Dakota",North Dakota,1424,47,1332,1,2,0,719,38,60900,3.3,93.54,0.07,0.14,0.0
"Rolla city, North Dakota",North Dakota,1223,28,557,0,20,2,547,38,67820,2.29,45.54,0.0,1.64,0.16
"Rugby city, North Dakota",North Dakota,2509,54,2201,34,13,3,1365,38,68860,2.15,87.72,1.36,0.52,0.12
"Shell Valley CDP, North Dakota",North Dakota,1146,20,17,0,1,0,366,38,72250,1.75,1.48,0.0,0.09,0.0
"Stanley city, North Dakota",North Dakota,2321,295,1847,18,20,1,1199,38,75380,12.71,79.58,0.78,0.86,0.04
"Surrey city, North Dakota",North Dakota,1357,65,1193,8,4,1,514,38,77180,4.79,87.91,0.59,0.29,0.07
"Thompson city, North Dakota",North Dakota,1101,38,1004,1,1,1,396,38,78660,3.45,91.19,0.09,0.09,0.09
"Tioga city, North Dakota",North Dakota,2202,300,1748,35,21,0,1322,38,78940,13.62,79.38,1.59,0.95,0.0
"Valley City city, North Dakota",North Dakota,6575,146,5890,173,67,2,3391,38,81180,2.22,89.58,2.63,1.02,0.03
"Velva city, North Dakota",North Dakota,1086,11,1026,1,3,0,481,38,81620,1.01,94.48,0.09,0.28,0.0
"Wahpeton city, North Dakota",North Dakota,8007,382,6743,131,102,15,3597,38,82660,4.77,84.21,1.64,1.27,0.19
"Washburn city, North Dakota",North Dakota,1300,15,1224,5,8,0,681,38,83700,1.15,94.15,0.38,0.62,0.0
"Watford City city, North Dakota",North Dakota,6207,1161,4311,145,136,5,3512,38,83860,18.7,69.45,2.34,2.19,0.08
"West Fargo city, North Dakota",North Dakota,38626,1195,32687,1779,850,5,16058,38,84780,3.09,84.62,4.61,2.2,0.01
"Williston city, North Dakota",North Dakota,29160,3163,21049,1912,545,96,14417,38,86220,10.85,72.18,6.56,1.87,0.33
"New Baltimore CDP, Ohio",Ohio,1596,31,1448,32,18,0,589,39,54082,1.94,90.73,2.01,1.13,0.0
"New Boston village, Ohio",Ohio,2297,41,2132,30,4,1,1204,39,54166,1.78,92.82,1.31,0.17,0.04
"New Bremen village, Ohio",Ohio,3034,67,2820,20,46,1,1286,39,54194,2.21,92.95,0.66,1.52,0.03
"Newburgh Heights village, Ohio",Ohio,1862,154,1249,338,5,0,1004,39,54250,8.27,67.08,18.15,0.27,0.0
"New Burlington CDP, Ohio",Ohio,5049,242,2122,2292,116,16,2028,39,54264,4.79,42.03,45.4,2.3,0.32
"New California CDP, Ohio",Ohio,2225,26,1799,47,282,0,701,39,54320,1.17,80.85,2.11,12.67,0.0
"New Carlisle city, Ohio",Ohio,5559,643,4637,20,26,2,2365,39,54334,11.57,83.41,0.36,0.47,0.04
"Newcomerstown village, Ohio",Ohio,3702,68,3408,60,11,0,1788,39,54432,1.84,92.06,1.62,0.3,0.0
"New Concord village, Ohio",Ohio,2361,53,2115,59,32,0,748,39,54446,2.24,89.58,2.5,1.36,0.0
"New Franklin city, Ohio",Ohio,13877,153,12950,86,54,4,6031,39,54562,1.1,93.32,0.62,0.39,0.03
"New Lebanon village, Ohio",Ohio,3796,46,3490,30,18,1,1652,39,54852,1.21,91.94,0.79,0.47,0.03
"New Lexington village, Ohio",Ohio,4435,49,4166,14,18,0,1977,39,54866,1.1,93.93,0.32,0.41,0.0
"New London village, Ohio",Ohio,2416,49,2152,42,4,1,1078,39,54908,2.03,89.07,1.74,0.17,0.04
"New Miami village, Ohio",Ohio,2217,47,1964,75,0,0,857,39,55104,2.12,88.59,3.38,0.0,0.0
"New Middletown village, Ohio",Ohio,1507,30,1426,1,2,0,752,39,55118,1.99,94.63,0.07,0.13,0.0
"New Paris village, Ohio",Ohio,1494,24,1393,12,5,0,746,39,55188,1.61,93.24,0.8,0.33,0.0
"New Philadelphia city, Ohio",Ohio,17677,1619,15022,196,120,2,8122,39,55216,9.16,84.98,1.11,0.68,0.01
"New Richmond village, Ohio",Ohio,2727,65,2465,49,9,1,1174,39,55384,2.38,90.39,1.8,0.33,0.04
"Newton Falls village, Ohio",Ohio,4557,53,4235,37,13,0,2382,39,55650,1.16,92.93,0.81,0.29,0.0
"Newtown village, Ohio",Ohio,2702,80,2350,78,71,0,1207,39,55678,2.96,86.97,2.89,2.63,0.0
"New Vienna village, Ohio",Ohio,1108,21,1028,13,3,0,528,39,55748,1.9,92.78,1.17,0.27,0.0
"New Waterford village, Ohio",Ohio,1194,7,1119,8,3,0,552,39,55790,0.59,93.72,0.67,0.25,0.0
"Niles city, Ohio",Ohio,18443,428,15921,850,154,1,9524,39,55916,2.32,86.33,4.61,0.84,0.01
"North Baltimore village, Ohio",Ohio,3369,256,2964,18,4,0,1451,39,56154,7.6,87.98,0.53,0.12,0.0
"Northbrook CDP, Ohio",Ohio,10912,622,5233,3982,233,13,4407,39,56280,5.7,47.96,36.49,2.14,0.12
"North Canton city, Ohio",Ohio,17842,648,15610,514,255,3,8232,39,56294,3.63,87.49,2.88,1.43,0.02
"North College Hill city, Ohio",Ohio,9663,245,3141,5633,68,8,4247,39,56322,2.54,32.51,58.29,0.7,0.08
"Northfield village, Ohio",Ohio,3541,105,2713,324,236,2,1629,39,56448,2.97,76.62,9.15,6.66,0.06
"Northgate CDP, Ohio",Ohio,7277,232,4768,1541,315,23,2853,39,56553,3.19,65.52,21.18,4.33,0.32
"North Industry CDP, Ohio",Ohio,1528,20,1363,29,8,0,675,39,56658,1.31,89.2,1.9,0.52,0.0
"North Kingsville village, Ohio",Ohio,2742,89,2438,25,35,0,1284,39,56700,3.25,88.91,0.91,1.28,0.0
"North Lewisburg village, Ohio",Ohio,1636,22,1531,5,0,0,750,39,56770,1.34,93.58,0.31,0.0,0.0
"North Lima CDP, Ohio",Ohio,1369,25,1268,13,4,0,569,39,56798,1.83,92.62,0.95,0.29,0.0
"North Madison CDP, Ohio",Ohio,8188,245,7342,77,58,0,3907,39,56812,2.99,89.67,0.94,0.71,0.0
"North Olmsted city, Ohio",Ohio,32442,1628,27577,950,903,8,14390,39,56882,5.02,85.0,2.93,2.78,0.02
"Northridge CDP, Ohio",Ohio,7518,117,6874,168,49,2,3326,39,56938,1.56,91.43,2.23,0.65,0.03
"North Ridgeville city, Ohio",Ohio,35280,1614,30991,634,561,7,14716,39,56966,4.57,87.84,1.8,1.59,0.02
"North Royalton city, Ohio",Ohio,31322,849,27552,544,1332,0,14125,39,57008,2.71,87.96,1.74,4.25,0.0
"Northwood city, Ohio",Ohio,5160,475,4274,55,64,0,2182,39,57190,9.21,82.83,1.07,1.24,0.0
"North Zanesville CDP, Ohio",Ohio,3116,27,2822,74,58,0,1421,39,57218,0.87,90.56,2.37,1.86,0.0
"Norton city, Ohio",Ohio,11673,157,10669,208,111,0,4917,39,57260,1.34,91.4,1.78,0.95,0.0
"Norwalk city, Ohio",Ohio,17068,1480,14361,300,115,3,7753,39,57302,8.67,84.14,1.76,0.67,0.02
"Norwood city, Ohio",Ohio,19043,1110,14514,2215,233,10,9644,39,57386,5.83,76.22,11.63,1.22,0.05
"Oak Harbor village, Ohio",Ohio,2821,155,2555,12,1,0,1324,39,57582,5.49,90.57,0.43,0.04,0.0
"Oak Hill village, Ohio",Ohio,1407,13,1348,3,1,0,712,39,57596,0.92,95.81,0.21,0.07,0.0
"Oakwood village (Cuyahoga County), Ohio",Ohio,3572,77,1042,2272,18,0,1696,39,57750,2.16,29.17,63.61,0.5,0.0
"Oakwood city, Ohio",Ohio,9572,364,8266,110,321,2,3827,39,57764,3.8,86.36,1.15,3.35,0.02
"Oberlin city, Ohio",Ohio,8555,449,6228,1028,211,1,3031,39,57834,5.25,72.8,12.02,2.47,0.01
"Obetz village, Ohio",Ohio,5489,342,4112,613,111,3,1980,39,57862,6.23,74.91,11.17,2.02,0.05
"Olmsted Falls city, Ohio",Ohio,8582,313,7631,159,119,0,3823,39,58422,3.65,88.92,1.85,1.39,0.0
"Ontario city, Ohio",Ohio,6656,165,5629,302,199,0,2961,39,58520,2.48,84.57,4.54,2.99,0.0
"Orange village, Ohio",Ohio,3421,66,2557,382,265,0,1444,39,58604,1.93,74.74,11.17,7.75,0.0
"Oregon city, Ohio",Ohio,19950,1753,16781,396,154,9,8981,39,58730,8.79,84.12,1.98,0.77,0.05
"Orrville city, Ohio",Ohio,8452,543,6924,393,144,3,3750,39,58828,6.42,81.92,4.65,1.7,0.04
"Orwell village, Ohio",Ohio,1533,21,1452,12,8,0,724,39,58856,1.37,94.72,0.78,0.52,0.0
"Ostrander village, Ohio",Ohio,1094,34,1007,4,6,0,365,39,58940,3.11,92.05,0.37,0.55,0.0
"Ottawa village, Ohio",Ohio,4456,609,3675,39,23,0,1991,39,58982,13.67,82.47,0.88,0.52,0.0
"Ottawa Hills village, Ohio",Ohio,4790,147,3784,157,470,0,1822,39,59010,3.07,79.0,3.28,9.81,0.0
"Oxford city, Ohio",Ohio,23035,920,17913,1127,2035,4,7187,39,59234,3.99,77.76,4.89,8.83,0.02
"Painesville city, Ohio",Ohio,20312,5440,10934,2550,235,5,8359,39,59416,26.78,53.83,12.55,1.16,0.02
"Pandora village, Ohio",Ohio,1204,46,1123,8,0,0,500,39,59738,3.82,93.27,0.66,0.0,0.0
"Park Layne CDP, Ohio",Ohio,4248,381,3603,39,23,5,1656,39,59920,8.97,84.82,0.92,0.54,0.12
"Parma city, Ohio",Ohio,81146,5564,66785,3271,2027,8,36917,39,61000,6.86,82.3,4.03,2.5,0.01
"Parma Heights city, Ohio",Ohio,20863,1346,16646,1183,815,2,10211,39,61028,6.45,79.79,5.67,3.91,0.01
"Pataskala city, Ohio",Ohio,17886,595,13740,1311,1250,4,6852,39,61112,3.33,76.82,7.33,6.99,0.02
"Paulding village, Ohio",Ohio,3555,368,2951,59,9,2,1671,39,61252,10.35,83.01,1.66,0.25,0.06
"Payne village, Ohio",Ohio,1192,43,1089,8,0,0,509,39,61322,3.61,91.36,0.67,0.0,0.0
"Peebles village, Ohio",Ohio,1774,17,1676,8,4,0,863,39,61420,0.96,94.48,0.45,0.23,0.0
"Pemberville village, Ohio",Ohio,1326,98,1182,10,7,0,575,39,61504,7.39,89.14,0.75,0.53,0.0
"Pepper Pike city, Ohio",Ohio,6796,198,5237,377,629,0,2597,39,61686,2.91,77.06,5.55,9.26,0.0
"Perry village, Ohio",Ohio,1602,50,1450,9,16,0,635,39,61882,3.12,90.51,0.56,1.0,0.0
"Perry Heights CDP, Ohio",Ohio,8391,229,7355,317,23,2,3696,39,62134,2.73,87.65,3.78,0.27,0.02
"Perrysburg city, Ohio",Ohio,25041,1272,21198,483,1090,0,10520,39,62148,5.08,84.65,1.93,4.35,0.0
"Pheasant Run CDP, Ohio",Ohio,1362,51,1217,10,2,0,564,39,62404,3.74,89.35,0.73,0.15,0.0
"Pickerington city, Ohio",Ohio,23094,947,15377,4485,942,7,8373,39,62498,4.1,66.58,19.42,4.08,0.03
"Piketon village, Ohio",Ohio,2111,21,1980,26,1,0,910,39,62708,0.99,93.79,1.23,0.05,0.0
"Pioneer village, Ohio",Ohio,1429,80,1299,8,3,0,662,39,62834,5.6,90.9,0.56,0.21,0.0
"Piqua city, Ohio",Ohio,20354,452,17757,715,132,4,9205,39,62848,2.22,87.24,3.51,0.65,0.02
"Plain City village, Ohio",Ohio,4065,75,3741,27,47,0,1697,39,63030,1.85,92.03,0.66,1.16,0.0
"Pleasant Grove CDP, Ohio",Ohio,1726,23,1571,50,5,0,810,39,63478,1.33,91.02,2.9,0.29,0.0
"Pleasant Hill village, Ohio",Ohio,1241,16,1146,6,8,2,508,39,63534,1.29,92.34,0.48,0.64,0.16
"Pleasant Run CDP, Ohio",Ohio,4861,163,3277,935,148,3,1816,39,63604,3.35,67.41,19.23,3.04,0.06
"Pleasant Run Farm CDP, Ohio",Ohio,4779,249,2096,2002,182,8,1808,39,63618,5.21,43.86,41.89,3.81,0.17
"Plymouth village, Ohio",Ohio,1707,117,1530,10,7,2,788,39,63800,6.85,89.63,0.59,0.41,0.12
"Poland village, Ohio",Ohio,2463,60,2323,9,10,0,1129,39,63954,2.44,94.32,0.37,0.41,0.0
"Pomeroy village, Ohio",Ohio,1573,17,1475,25,2,0,851,39,64024,1.08,93.77,1.59,0.13,0.0
"Portage Lakes CDP, Ohio",Ohio,6407,103,5692,201,67,1,3567,39,64136,1.61,88.84,3.14,1.05,0.02
"Port Clinton city, Ohio",Ohio,6025,544,4963,177,33,2,3670,39,64150,9.03,82.37,2.94,0.55,0.03
"Portsmouth city, Ohio",Ohio,18252,455,15705,986,123,2,8782,39,64304,2.49,86.05,5.4,0.67,0.01
"Powell city, Ohio",Ohio,14163,357,11361,216,1718,3,4965,39,64486,2.52,80.22,1.53,12.13,0.02
"Powhatan Point village, Ohio",Ohio,1461,17,1387,2,3,0,767,39,64542,1.16,94.93,0.14,0.21,0.0
"Prospect village, Ohio",Ohio,1067,12,1001,2,5,0,493,39,64780,1.12,93.81,0.19,0.47,0.0
"Ravenna city, Ohio",Ohio,11323,243,9270,999,66,0,5597,39,65592,2.15,81.87,8.82,0.58,0.0
"Reading city, Ohio",Ohio,10600,299,8527,1031,160,10,5059,39,65732,2.82,80.44,9.73,1.51,0.09
"Reedurban CDP, Ohio",Ohio,5889,164,5182,173,22,3,2698,39,66012,2.78,87.99,2.94,0.37,0.05
"Reminderville village, Ohio",Ohio,5412,105,3515,750,808,3,2161,39,66152,1.94,64.95,13.86,14.93,0.06
"Reno CDP, Ohio",Ohio,1129,13,1063,10,13,0,594,39,66250,1.15,94.15,0.89,1.15,0.0
"Reynoldsburg city, Ohio",Ohio,41076,2293,20405,11796,4022,4,16014,39,66390,5.58,49.68,28.72,9.79,0.01
"Richfield village, Ohio",Ohio,3729,53,3391,48,82,0,1534,39,66530,1.42,90.94,1.29,2.2,0.0
"Richmond Heights city, Ohio",Ohio,10801,258,3474,6361,343,1,5443,39,66894,2.39,32.16,58.89,3.18,0.01
"Richville CDP, Ohio",Ohio,3209,70,2873,106,12,0,1405,39,66922,2.18,89.53,3.3,0.37,0.0
"Richwood village, Ohio",Ohio,2222,47,2045,7,11,0,959,39,66936,2.12,92.03,0.32,0.5,0.0
"Ripley village, Ohio",Ohio,1591,24,1440,53,6,0,865,39,67272,1.51,90.51,3.33,0.38,0.0
"Rittman city, Ohio",Ohio,6131,122,5640,40,32,0,2768,39,67356,1.99,91.99,0.65,0.52,0.0
"Riverside city, Ohio",Ohio,24474,1260,18682,2029,712,11,11427,39,67468,5.15,76.33,8.29,2.91,0.04
"Roaming Shores village, Ohio",Ohio,1586,21,1469,25,9,0,857,39,67600,1.32,92.62,1.58,0.57,0.0
"Rockford village, Ohio",Ohio,1051,31,949,2,7,17,455,39,67874,2.95,90.29,0.19,0.67,1.62
"Rocky River city, Ohio",Ohio,21755,706,19546,278,511,8,10604,39,68056,3.25,89.85,1.28,2.35,0.04
"Roseland CDP, Ohio",Ohio,1495,44,1366,17,1,2,668,39,68490,2.94,91.37,1.14,0.07,0.13
"Rosemount CDP, Ohio",Ohio,2117,29,1997,30,11,0,953,39,68546,1.37,94.33,1.42,0.52,0.0
"Roseville village, Ohio",Ohio,1746,3,1656,6,1,0,780,39,68560,0.17,94.85,0.34,0.06,0.0
"Ross CDP, Ohio",Ohio,3478,31,3259,19,9,0,1374,39,68602,0.89,93.7,0.55,0.26,0.0
"Rossford city, Ohio",Ohio,6299,393,5441,120,50,1,2837,39,68686,6.24,86.38,1.91,0.79,0.02
"Rossmoyne CDP, Ohio",Ohio,1788,77,1379,167,40,11,832,39,68714,4.31,77.13,9.34,2.24,0.62
"Russells Point village, Ohio",Ohio,1320,36,1198,12,12,1,1063,39,69302,2.73,90.76,0.91,0.91,0.08
"Sabina village, Ohio",Ohio,2499,35,2315,11,4,0,1159,39,69400,1.4,92.64,0.44,0.16,0.0
"St. Bernard village, Ohio",Ohio,4070,88,2855,816,37,4,2093,39,69470,2.16,70.15,20.05,0.91,0.1
"St. Clairsville city, Ohio",Ohio,5096,118,4590,112,85,1,2537,39,69526,2.32,90.07,2.2,1.67,0.02
"St. Henry village, Ohio",Ohio,2596,56,2495,3,5,20,932,39,69540,2.16,96.11,0.12,0.19,0.77
"St. Marys city, Ohio",Ohio,8397,159,7808,59,57,25,3664,39,69680,1.89,92.99,0.7,0.68,0.3
"St. Paris village, Ohio",Ohio,1882,35,1730,12,14,0,844,39,69708,1.86,91.92,0.64,0.74,0.0
"Salem city, Ohio",Ohio,11915,574,10506,153,80,2,5704,39,69834,4.82,88.17,1.28,0.67,0.02
"Salem Heights CDP (Hamilton County), Ohio",Ohio,3862,103,3482,60,32,0,1478,39,70050,2.67,90.16,1.55,0.83,0.0
"Salineville village, Ohio",Ohio,1206,15,1111,17,2,0,543,39,70100,1.24,92.12,1.41,0.17,0.0
"Sandusky city, Ohio",Ohio,25095,1453,15571,5732,103,4,13351,39,70380,5.79,62.05,22.84,0.41,0.02
"Sardinia village, Ohio",Ohio,1083,6,1011,8,1,0,476,39,70534,0.55,93.35,0.74,0.09,0.0
"Sawyerwood CDP, Ohio",Ohio,1382,22,1254,23,12,1,701,39,70618,1.59,90.74,1.66,0.87,0.07
"Saybrook-on-the-Lake CDP, Ohio",Ohio,1050,26,947,19,8,0,1048,39,70655,2.48,90.19,1.81,0.76,0.0
"Sciotodale CDP, Ohio",Ohio,1049,20,988,5,1,0,450,39,70912,1.91,94.18,0.48,0.1,0.0
"Sebring village, Ohio",Ohio,4191,37,4008,12,9,1,2231,39,71220,0.88,95.63,0.29,0.21,0.02
"Seven Hills city, Ohio",Ohio,11720,328,10457,227,356,1,5268,39,71416,2.8,89.22,1.94,3.04,0.01
"Seville village, Ohio",Ohio,2335,39,2192,5,18,0,1096,39,71486,1.67,93.88,0.21,0.77,0.0
"Shadyside village, Ohio",Ohio,3454,52,3284,12,17,0,1846,39,71640,1.51,95.08,0.35,0.49,0.0
"Shaker Heights city, Ohio",Ohio,29439,941,15672,9915,1288,7,13564,39,71682,3.2,53.24,33.68,4.38,0.02
"Sharonville city, Ohio",Ohio,14117,1674,9238,1309,1115,39,6628,39,71892,11.86,65.44,9.27,7.9,0.28
"Shawnee Hills CDP, Ohio",Ohio,2230,23,2065,20,16,0,915,39,71983,1.03,92.6,0.9,0.72,0.0
"Sheffield village, Ohio",Ohio,4135,239,3460,145,118,0,1889,39,72060,5.78,83.68,3.51,2.85,0.0
"Sheffield Lake city, Ohio",Ohio,8957,664,7555,171,85,0,4105,39,72088,7.41,84.35,1.91,0.95,0.0
"Shelby city, Ohio",Ohio,9282,216,8690,49,38,3,4338,39,72102,2.33,93.62,0.53,0.41,0.03
"Sherwood CDP, Ohio",Ohio,3633,78,3307,53,71,0,1380,39,72258,2.15,91.03,1.46,1.95,0.0
"Shiloh CDP, Ohio",Ohio,10952,263,3625,6462,58,5,5921,39,72284,2.4,33.1,59.0,0.53,0.05
"Shreve village, Ohio",Ohio,1497,17,1418,3,4,0,684,39,72396,1.14,94.72,0.2,0.27,0.0
"Sidney city, Ohio",Ohio,20589,516,17614,713,374,24,9190,39,72424,2.51,85.55,3.46,1.82,0.12
"Silver Lake village, Ohio",Ohio,2516,48,2310,31,49,0,1068,39,72494,1.91,91.81,1.23,1.95,0.0
"Silverton village, Ohio",Ohio,4908,221,2290,2034,66,4,2884,39,72522,4.5,46.66,41.44,1.34,0.08
"Sixteen Mile Stand CDP, Ohio",Ohio,3091,145,2011,163,642,0,1385,39,72620,4.69,65.06,5.27,20.77,0.0
"Skyline Acres CDP, Ohio",Ohio,1446,48,156,1173,2,6,570,39,72648,3.32,10.79,81.12,0.14,0.41
"Smithville village, Ohio",Ohio,1338,18,1241,11,2,4,583,39,72788,1.35,92.75,0.82,0.15,0.3
"Solon city, Ohio",Ohio,24262,593,15865,2819,4001,3,9079,39,72928,2.44,65.39,11.62,16.49,0.01
"Somerset village, Ohio",Ohio,1481,9,1403,3,1,0,661,39,72977,0.61,94.73,0.2,0.07,0.0
"South Amherst village, Ohio",Ohio,1581,55,1455,7,2,0,701,39,73040,3.48,92.03,0.44,0.13,0.0
"South Bloomfield village, Ohio",Ohio,2143,45,1961,17,12,2,831,39,73068,2.1,91.51,0.79,0.56,0.09
"South Canal CDP, Ohio",Ohio,1101,20,1023,2,0,0,494,39,73118,1.82,92.92,0.18,0.0,0.0
"South Charleston village, Ohio",Ohio,1706,9,1580,22,6,2,799,39,73124,0.53,92.61,1.29,0.35,0.12
"South Euclid city, Ohio",Ohio,21883,730,8185,11596,378,5,9563,39,73264,3.34,37.4,52.99,1.73,0.02
"South Lebanon village, Ohio",Ohio,6384,229,5514,163,169,4,2551,39,73446,3.59,86.37,2.55,2.65,0.06
"South Point village, Ohio",Ohio,3836,67,3418,134,15,0,1718,39,73670,1.75,89.1,3.49,0.39,0.0
"South Russell village, Ohio",Ohio,3972,82,3712,13,58,3,1477,39,73684,2.06,93.45,0.33,1.46,0.08
"South Zanesville village, Ohio",Ohio,1894,9,1743,44,1,0,917,39,73894,0.48,92.03,2.32,0.05,0.0
"Spencerville village, Ohio",Ohio,2198,40,2021,14,2,21,897,39,74034,1.82,91.95,0.64,0.09,0.96
"Springboro city, Ohio",Ohio,19062,521,16351,513,747,2,7101,39,74076,2.73,85.78,2.69,3.92,0.01
"Springdale city, Ohio",Ohio,11007,2302,4389,3358,387,4,4817,39,74104,20.91,39.87,30.51,3.52,0.04
"Springfield city, Ohio",Ohio,58662,2865,40107,10913,472,44,27689,39,74118,4.88,68.37,18.6,0.8,0.08
"Steubenville city, Ohio",Ohio,18161,610,13437,2713,182,8,8431,39,74608,3.36,73.99,14.94,1.0,0.04
"Stony Prairie CDP, Ohio",Ohio,1218,242,848,66,2,0,559,39,74832,19.87,69.62,5.42,0.16,0.0
"Stow city, Ohio",Ohio,34483,760,29983,1224,1049,4,15372,39,74944,2.2,86.95,3.55,3.04,0.01
"Strasburg village, Ohio",Ohio,2735,74,2552,11,9,0,1233,39,74958,2.71,93.31,0.4,0.33,0.0
"Streetsboro city, Ohio",Ohio,17260,481,13784,1602,544,12,7678,39,75014,2.79,79.86,9.28,3.15,0.07
"Strongsville city, Ohio",Ohio,46491,1645,39100,1187,2908,14,19406,39,75098,3.54,84.1,2.55,6.25,0.03
"Struthers city, Ohio",Ohio,10063,586,8457,454,50,5,4766,39,75126,5.82,84.04,4.51,0.5,0.05
"Stryker village, Ohio",Ohio,1259,128,1102,0,2,0,579,39,75140,10.17,87.53,0.0,0.16,0.0
"Sugarcreek village, Ohio",Ohio,2373,47,2249,10,9,0,1054,39,75210,1.98,94.77,0.42,0.38,0.0
"Summerside CDP, Ohio",Ohio,4941,191,4386,86,32,0,2219,39,75434,3.87,88.77,1.74,0.65,0.0
"Sunbury village, Ohio",Ohio,6614,223,5715,130,155,2,2476,39,75602,3.37,86.41,1.97,2.34,0.03
"Swanton village, Ohio",Ohio,3897,169,3517,51,8,0,1581,39,75896,4.34,90.25,1.31,0.21,0.0
"Sylvania city, Ohio",Ohio,19011,783,16452,571,424,5,8191,39,76022,4.12,86.54,3.0,2.23,0.03
"Tallmadge city, Ohio",Ohio,18394,294,15868,839,535,4,7886,39,76106,1.6,86.27,4.56,2.91,0.02
"Taylor Creek CDP, Ohio",Ohio,4056,69,3450,339,41,0,1671,39,76197,1.7,85.06,8.36,1.01,0.0
"Terrace Park village, Ohio",Ohio,2355,69,2199,2,25,1,800,39,76428,2.93,93.38,0.08,1.06,0.04
"The Plains CDP, Ohio",Ohio,3140,34,2755,117,32,0,1596,39,76568,1.08,87.74,3.73,1.02,0.0
